面積,周長,長軸長度,短軸長度,偏心率,凸殼面積,延伸比率,米種類
10492,405.910004,162.7976532,83.4951935,0.858462036,10888,0.62912995,2
8501,371.024994,153.8962555,71.5119095,0.885480762,8738,0.63984644,2
10925,415.174988,170.6875916,82.2439651,0.876259685,11155,0.60633808,2
12831,446.631012,181.8717804,90.2338715,0.868242502,13061,0.66995615,2
12198,442.42099,183.6641846,85.4979553,0.885041356,12391,0.71383429,2
11502,423.832001,167.8920898,88.3492355,0.850344539,11770,0.62759864,2
14441,495.365997,210.0232849,89.2030182,0.905320466,14805,0.540214,1
13502,473.011993,198.1473846,88.0355911,0.895881295,13778,0.7538805,1
15281,509.516998,212.6968842,92.9938354,0.899358034,15689,0.64022958,1
12249,440.385986,178.5881042,88.6604996,0.868063927,12538,0.77319783,2
12163,435.497986,178.5391541,87.8141022,0.870681167,12443,0.78541911,2
8810,384.747009,164.3539429,68.9015808,0.907881498,8987,0.58756834,2
13637,482.510986,205.1989441,85.4242248,0.90922755,13952,0.55661225,1
10523,429.057007,173.8842621,78.8567886,0.891255498,11003,0.58656633,2
9292,414.118988,183.6397095,64.8710709,0.935528278,9442,0.50107849,2
14263,490.751007,203.7784424,90.2658844,0.89654094,14779,0.73154843,1
14345,491.019012,207.2198334,88.9110642,0.903272986,14650,0.59262168,1
11811,427.751007,170.1020508,89.3546295,0.850916982,12066,0.64540982,2
13062,467.463989,197.8024292,85.3985519,0.901999712,13272,0.62408024,1
16318,537.447022,232.0368195,90.7105026,0.920419753,16592,0.59816718,1
14104,467.800995,189.4949036,95.6470108,0.863267243,14409,0.78969765,2
14839,504.084015,211.3695984,91.347641,0.901792049,15274,0.62638241,1
11656,434.395996,175.5900726,85.7183838,0.872746706,11955,0.59517974,2
10559,411.088013,160.0530243,86.1235275,0.842885017,10889,0.62672126,2
14038,496.612,211.5649872,86.0524902,0.913542807,14389,0.5401724,1
13467,473.300995,203.0819244,84.9975586,0.908199191,13753,0.77396554,1
14680,502.903992,217.1950073,87.0027847,0.916264176,15000,0.58085704,1
10587,399.63501,166.3654327,81.3289719,0.872363687,10723,0.63734877,2
13186,477.334015,201.5967712,84.6699905,0.907525599,13516,0.54183102,1
14654,498.102997,214.6542969,87.3805466,0.913394451,14907,0.80375165,1
15147,510.015991,213.1561737,91.692688,0.902749479,15719,0.588736,1
11180,427.708008,174.7035217,82.881134,0.880303919,11518,0.72194242,2
12126,432.950989,169.8047485,92.4389877,0.838836133,12476,0.75186014,2
13132,480.019012,199.2529297,85.4197159,0.903446913,13594,0.5809077,1
9802,412.368988,176.1655731,71.4828033,0.913975,9991,0.56695008,2
10250,407.289002,165.7218933,79.9631424,0.875888228,10512,0.72233969,2
9746,382.737,154.0960846,81.2033386,0.849886596,9935,0.66753423,2
15710,517.070007,214.7502136,95.2473602,0.896261394,16259,0.60759592,1
11642,427.955994,171.078949,87.5686722,0.859068215,11946,0.73636937,2
10286,418.289002,175.1485901,75.8538132,0.901354194,10548,0.64159179,2
11016,404.354004,166.7065887,84.5053482,0.861998618,11146,0.76330376,2
10950,412.334015,166.3060608,85.298172,0.858449101,11172,0.77604538,2
13518,451.162994,185.5575867,93.2959061,0.86441046,13741,0.78183919,2
13078,452.990997,183.9789734,91.6900101,0.866963208,13385,0.73274314,2
12512,454.51001,186.9508362,86.5754166,0.886310279,12817,0.57132423,2
9723,388.617004,158.3608246,79.3425827,0.865433335,9949,0.62519288,2
14874,487.503998,204.9133911,92.8892059,0.89135313,15065,0.61447573,1
13204,473.81601,203.7746582,83.1099014,0.913048029,13430,0.59306502,1
14013,458.911011,181.9514923,99.4437637,0.83743304,14323,0.79438776,1
13399,490.559998,209.3659515,82.7670212,0.918542504,13654,0.51709634,1
13045,446.006012,174.6897736,96.4560165,0.833740771,13351,0.63279164,2
11031,414.440002,170.6846619,83.0967102,0.873489261,11200,0.60556656,2
11080,429.417999,175.2158813,82.177803,0.883193433,11277,0.56954867,2
10943,412.061005,169.8902588,82.8292999,0.87309736,11132,0.74139565,2
14687,498.390991,210.5804443,90.2958832,0.903401732,14977,0.56610394,1
13639,482.415008,200.7362213,87.7331009,0.89943397,14042,0.73029554,1
15578,509.598999,216.9094849,92.6186523,0.904255331,15864,0.80882657,1
12867,449.079987,181.7005615,91.3410644,0.864460349,13152,0.64906174,2
12832,464.526001,196.6111755,83.9868851,0.904170156,13148,0.56290579,1
8850,381.43399,159.2512054,71.7609482,0.892718494,9063,0.57251906,2
11771,441.859985,186.9977722,81.2696152,0.900622606,12109,0.61926556,1
11957,437.446991,176.082489,87.908638,0.866459787,12314,0.60443836,2
11584,431.358002,170.829422,87.8700943,0.857566357,11897,0.61355931,2
15191,501.891998,211.7231903,92.7857056,0.898857653,15492,0.56837654,1
11136,417.766998,170.422348,84.6059189,0.868066132,11384,0.78461212,2
14136,488.967987,203.3906555,89.7869873,0.897285402,14475,0.59205896,1
11764,428.561005,171.5862732,88.725502,0.855931163,12125,0.6880337,2
9772,394.983002,155.2926483,82.3169403,0.847949982,10154,0.69128466,2
11248,420.290008,171.2231293,84.8422165,0.868604064,11521,0.71565819,2
16588,531.39502,221.885498,96.6525726,0.900142014,16854,0.57898778,1
14092,499.416992,210.9630127,86.79673,0.911440909,14618,0.77292675,1
13039,476.697998,198.8969269,85.5302734,0.902817905,13383,0.55179858,1
13576,475.049988,200.9994202,86.548996,0.902546108,13888,0.58328676,1
12574,466.519989,197.8632355,81.8879929,0.910339832,12902,0.66178948,2
12711,458.733002,188.3154297,86.8600693,0.887271404,13092,0.57829845,2
15241,511.061005,215.3691711,91.2743454,0.905753851,15604,0.54323494,1
14316,488.985992,204.4242706,90.1491013,0.897511899,14731,0.56417733,1
12192,428.592987,172.949585,90.531189,0.852053821,12383,0.74052477,2
12121,439.842011,183.4670258,84.7644043,0.886872411,12389,0.64873689,2
14330,493.184998,209.7673187,87.8989487,0.907972038,14701,0.61959529,1
10958,422.880005,172.1343231,82.2372436,0.878495634,11351,0.64198256,2
14489,496.38501,210.0363922,88.5315628,0.906825662,14843,0.6153487,1
11440,425.752014,170.70784,87.1285553,0.859939635,11816,0.61215752,2
15164,501.652008,212.1584015,92.446846,0.900070429,15461,0.70106334,1
15480,494.276001,201.7870026,98.6182022,0.872438312,15760,0.66238767,1
13924,498.562012,212.0615692,84.9107513,0.916337788,14444,0.54749924,1
16079,522.758972,223.4059143,92.6432495,0.909964681,16392,0.64172256,1
12735,440.733002,175.2460785,94.1006699,0.843605757,13037,0.79968602,2
11573,427.281006,176.7890625,84.6452866,0.877928078,11828,0.60683763,2
12752,455.35199,191.7622375,85.6801758,0.894631803,12938,0.57240325,2
11530,425.391998,177.015213,83.926918,0.880458772,11686,0.80810207,2
14186,484.059998,201.1923065,91.2587738,0.891210616,14560,0.7665208,2
13149,463.311005,189.8730927,89.2320328,0.882689774,13421,0.78717673,2
15830,516.231995,220.8192444,92.3439865,0.908360422,16074,0.70143568,1
14477,499.470001,217.1054688,85.7921677,0.918610811,14726,0.57551181,1
9441,384.339996,164.2263794,73.3751678,0.894637465,9566,0.7245031,2
11046,423.497986,183.4550018,76.9734192,0.90771997,11198,0.8227933,2
13450,465.39801,193.3749695,89.506897,0.886427701,13661,0.61578608,1
11883,438.218994,178.8616791,86.5658951,0.875077784,12204,0.67128009,2
13468,470.763,194.4734955,89.741066,0.887162805,14022,0.69183749,1
12557,443.218994,175.5974884,92.3385696,0.850575089,12860,0.62286705,1
11319,414.014008,164.7808075,88.5093308,0.843497097,11563,0.74668515,2
10386,403.29599,166.7865601,80.2982636,0.876477242,10554,0.64445269,2
13142,464.651001,194.7449951,86.5872955,0.895719886,13406,0.66133255,1
11997,429.660004,170.9993896,90.5536194,0.848275483,12253,0.7463606,2
11141,431.924988,181.2401123,79.1157837,0.899692297,11372,0.79064649,1
11337,427.953003,174.9444427,83.9239807,0.87742275,11617,0.59533685,2
13929,487.981995,202.9543915,87.9709854,0.901176631,14266,0.65532816,1
16182,509.921997,211.1650238,98.313324,0.885008037,16522,0.74812758,1
11926,435.753998,173.2695923,89.6329117,0.855802178,12308,0.75318932,2
12092,449.188995,192.5794983,80.4222794,0.908628404,12298,0.58392894,1
10973,419.263,169.8407745,83.4960327,0.870813489,11285,0.77767539,2
13719,487.147003,208.8647766,84.3004303,0.914930046,14111,0.60441446,1
10409,391.57901,159.8153229,83.1529007,0.853979766,10549,0.6532982,2
10138,414.009003,171.6197357,77.1593857,0.893232465,10425,0.566432,2
12734,466.306,198.7256775,82.2880859,0.910241067,13021,0.63495386,2
12192,442.529999,179.9447937,87.3931732,0.874144137,12483,0.62542319,2
12344,442.701996,179.7357788,88.929924,0.869017482,12609,0.71897024,2
11992,431.157013,173.3000031,89.5851364,0.85602361,12274,0.77019912,2
12356,427.89801,173.0211639,91.6718368,0.848103762,12524,0.79870719,2
15301,515.526978,220.2921295,89.4664459,0.913816929,15690,0.53766954,1
13787,476.895996,201.3383179,88.1644821,0.899027467,14045,0.57599431,1
11114,413.07901,170.099411,84.0069885,0.869535744,11293,0.76039958,2
11732,433.864014,173.9580841,86.9746552,0.866039932,12054,0.62960178,2
9577,404.544006,166.9007568,74.3509598,0.895291865,9855,0.61226183,2
14385,496.977997,214.2695465,86.0332413,0.915850818,14604,0.77626681,1
12489,442.869995,176.243042,91.7819061,0.853697658,12812,0.62100345,2
11180,415.410004,169.4637146,85.4535217,0.863552749,11359,0.77882272,2
11433,426.924988,175.868515,84.198082,0.877948105,11719,0.60752434,2
12650,438.144989,175.8398285,92.5699387,0.850209355,12871,0.79434854,2
13568,482.457001,201.8804779,87.0738525,0.902201951,14068,0.63580132,1
12892,473.527008,199.9391937,83.235527,0.909225404,13193,0.56454718,1
13103,456.786011,184.1746674,91.9673462,0.866401196,13401,0.76162523,2
11069,419.638,170.600174,83.6084671,0.871675014,11333,0.65930074,2
15056,499.17099,202.8936005,96.1397629,0.880609214,15517,0.70355141,1
16898,526.94397,217.8717957,100.3450317,0.887623787,17274,0.62446415,1
10731,414.174988,170.2100983,81.1989441,0.878875494,10922,0.59320068,2
15809,521.497009,224.5216522,90.6051178,0.914958775,16150,0.56460714,1
13946,482.140015,203.2573242,88.2782898,0.900759697,14233,0.57151055,1
12324,465.669006,198.5217133,80.2165146,0.914728403,12557,0.64167446,2
12330,433.069,173.9345551,91.4620514,0.850582421,12550,0.68423974,2
11029,415.048004,176.2147675,80.0140533,0.890965402,11182,0.63058889,2
11230,422.717987,172.9000397,83.8480225,0.874541402,11462,0.60660076,2
11398,431.73999,179.4673462,81.8426437,0.889963984,11627,0.59401709,2
11912,430.371002,177.4822083,86.5856781,0.872924387,12119,0.72237718,2
11278,422.186005,170.4181671,86.0462799,0.863170445,11642,0.6246469,2
12068,450.145996,187.2999268,83.1462555,0.896066248,12426,0.65007544,1
13735,484.770996,204.8106384,86.7587204,0.905847192,13960,0.55369669,1
12387,444.225006,178.09758,90.5817718,0.860998511,12753,0.64328003,2
14988,491.707001,205.0606689,94.8570404,0.886577368,15270,0.58201307,1
13460,451.048004,181.4749908,95.3515778,0.850839674,13697,0.72599786,2
11485,419.404999,175.8681183,83.6999817,0.879486024,11610,0.79984677,2
12759,455.315002,188.1911774,87.0829086,0.886495948,13082,0.67507935,2
11870,432.298004,177.3648224,86.7665863,0.872172534,12143,0.77082926,2
11075,412.238007,165.4339447,86.4181061,0.852717519,11354,0.63213468,2
13167,466.664002,197.125061,86.2164078,0.899282098,13448,0.58099103,1
15007,506.579987,217.2674713,88.5501556,0.913177133,15314,0.73737222,1
13726,484.247009,209.703064,83.8844147,0.916508496,13969,0.55559605,1
14324,487.252991,195.9451447,94.8413544,0.875056982,14822,0.75740272,1
11644,444.631012,186.58461,80.9086609,0.901091099,11850,0.60696411,2
11679,439.186005,181.4267731,83.5256576,0.887720823,11949,0.56749272,2
14930,499.924988,212.2458191,90.0174789,0.905606449,15248,0.62437272,1
10634,409.506012,167.4369659,81.8129578,0.872497022,10809,0.6837706,2
15308,513.98999,219.4679108,90.0239334,0.911999285,15720,0.76326287,1
13072,484.787994,206.8869324,81.9267197,0.918251574,13593,0.7041586,1
9972,397.638,165.3995819,77.7096176,0.882757127,10230,0.79521531,2
13429,491.377014,208.908783,83.8421173,0.91593194,13837,0.53306603,1
11742,428.033997,171.2318878,88.0233994,0.857754469,11951,0.63044298,2
14561,487.651001,202.9112091,92.1622391,0.890899837,14862,0.7003848,2
12593,432.183991,171.4846954,93.9250259,0.836663902,12785,0.66376764,2
13494,479.446014,203.0273438,85.7512665,0.906426728,13842,0.77294076,1
11611,431.27301,178.5139465,84.1125183,0.88203615,11775,0.69191349,2
12643,449.342011,184.7780762,87.9887085,0.879344642,12903,0.77204448,2
12675,453.35199,191.3368225,85.1299972,0.895569205,12856,0.5718475,2
12780,437.028992,175.1168213,93.6605835,0.844949365,12940,0.70631146,2
15517,481.377991,194.6375122,102.0583878,0.85150218,15718,0.65011734,1
15790,516.47998,218.4259033,92.935936,0.904967666,16197,0.75015438,1
14159,489.436005,209.1313171,87.1146545,0.909110606,14410,0.5479489,1
11780,444.992004,190.9602814,78.851738,0.910766304,11956,0.78070116,2
12758,456.638,190.3683167,86.1626434,0.891708493,13177,0.70334637,1
11932,436.759003,178.3165588,86.7889404,0.873562098,12152,0.59989947,2
12158,447.377014,184.0953064,84.9130554,0.887272775,12467,0.63158441,1
11191,431.057007,184.311676,78.078064,0.905840099,11358,0.78588486,2
15238,496.871002,208.5317841,93.8283997,0.893054903,15487,0.73231447,1
16413,510.109985,210.5551147,100.1218948,0.879708171,16665,0.59989035,1
9070,375.093994,156.9848938,74.2294235,0.881145954,9233,0.73739839,2
10851,408.929993,168.0082245,83.328949,0.868333161,11007,0.61555481,2
12266,438.822998,178.8424377,88.8010712,0.86801815,12554,0.76999372,2
14530,487.096985,201.8062286,93.0589523,0.887332499,14926,0.68712759,1
13385,477.929993,199.8426819,87.0465088,0.900152385,13656,0.56591409,1
11923,432.334015,174.236618,88.1315994,0.862641633,12187,0.62450242,2
11953,443.518005,183.4257355,84.5471726,0.887434363,12283,0.57071239,2
14889,499.205994,210.3841553,91.7117844,0.89998281,15221,0.60462946,1
12267,454.024994,190.6735992,83.0182877,0.900239646,12673,0.65166807,1
17079,520.450012,216.1599884,101.7624969,0.882253826,17418,0.79437208,1
9622,403.773987,170.7179871,72.9254074,0.904171884,9897,0.70290011,2
10293,413.286987,171.6389465,77.0509644,0.89357543,10560,0.5893839,2
14331,502.029999,212.5814514,87.3581009,0.911662638,14618,0.54275864,1
12181,430.949005,177.6576233,87.4951477,0.870316386,12353,0.75658387,2
11322,415.485992,165.3483429,88.3961868,0.845101535,11545,0.65068966,2
10662,415.269989,172.5750275,79.8096695,0.886638284,10945,0.72501022,2
14470,486.26001,208.3336639,89.3439636,0.903375566,14657,0.57653993,1
13970,481.884003,201.47258,89.4972153,0.895920038,14310,0.56788617,1
15004,506.944,218.6036224,88.0903702,0.915213883,15277,0.7148847,1
14806,509.376007,214.1424255,89.6917038,0.908059418,15594,0.70879412,1
14418,480.322998,199.1184387,93.311203,0.88339901,14780,0.75852275,1
10900,417.596985,172.6920624,81.0011749,0.883171737,11091,0.58539206,2
15360,515.297974,220.9217529,89.9554901,0.913346767,15662,0.64160401,1
12059,431.645996,171.6719971,90.9151306,0.848256111,12359,0.69955909,2
12326,441.584992,179.0663757,89.27005,0.866872132,12673,0.76516235,2
11983,432.438995,172.424942,89.339035,0.855300128,12238,0.7008422,2
13414,459.283997,191.0631714,90.2098389,0.881520033,13611,0.76315641,2
10191,419.57901,174.7342377,75.534668,0.901737928,10470,0.62733149,2
12507,458.649994,184.417038,88.100647,0.878509343,12877,0.57726389,2
12470,455.897003,192.4611511,83.3955307,0.901244462,12704,0.58129776,1
13340,471.639008,197.4100647,87.4258041,0.896588802,13712,0.76561064,1
11961,445.053009,182.4438934,85.0897903,0.884579837,12370,0.61225432,2
12992,458.894012,183.4208221,92.0514374,0.864949286,13372,0.77591974,2
14017,471.813995,194.6434479,92.3601303,0.880250454,14314,0.70878846,1
10355,402.667999,159.8914185,83.4741821,0.852903903,10621,0.63605648,2
13964,480.026001,199.8231354,90.0654678,0.892662406,14298,0.65774846,1
12768,450.600006,188.6433563,86.66716,0.88821739,12961,0.79819953,2
14518,491.221985,203.7610626,92.3428955,0.891412914,14877,0.74131942,1
12500,444.845001,182.4797974,88.2819748,0.87518388,12734,0.66902161,2
12735,441.380005,174.7375183,94.1065979,0.842587352,13066,0.69742608,2
14641,505.002014,211.5836487,90.033432,0.904948235,15034,0.62955797,1
11815,430.106995,177.7969208,85.6785507,0.87623173,11993,0.7061742,2
11149,416.890991,167.2921295,86.6996155,0.85522747,11323,0.69089669,2
11421,441.161011,189.5218506,77.2566223,0.91314286,11610,0.55179244,1
12213,442.272003,183.6993103,85.819931,0.884164274,12474,0.79537612,2
13848,475.589996,196.2255554,90.7470245,0.886638701,14260,0.58638209,1
12286,444.886993,183.2887115,86.7310562,0.880958438,12583,0.68187368,1
9751,412.597992,175.4506378,71.4427567,0.913340867,10034,0.71435898,2
10910,413.095001,165.8804321,85.0866318,0.858424723,11243,0.70770627,2
12263,444.95401,180.2208557,87.5452881,0.874088526,12478,0.6045056,2
13858,475.368988,201.4420319,87.9232483,0.899719179,14083,0.7785393,1
10727,420.36499,174.3845215,79.6027527,0.889734507,11009,0.67060512,2
15375,515.422974,215.9992981,91.6169357,0.905590177,15780,0.59759796,1
11592,428.427002,177.6215057,83.7383499,0.881896734,11764,0.75272727,2
11304,419.181,171.3791199,84.6748123,0.869417012,11504,0.72091836,2
14817,502.583008,211.5290222,90.3851929,0.904112518,15113,0.56802762,1
14106,485.579987,199.9210663,91.5904159,0.88888371,14515,0.57622552,1
11063,418.774994,171.6537781,83.6595535,0.873193443,11318,0.80341321,2
11422,421.065002,169.5421906,87.0321198,0.858187675,11669,0.61181641,2
12301,440.006988,175.4166718,90.5779953,0.856372178,12591,0.66962439,2
14838,500.161987,211.9825439,90.9465714,0.903290927,15165,0.78641087,1
11740,440.563995,181.2036896,83.4551849,0.887628555,12030,0.57900965,2
14974,498.625,210.9239502,90.9039993,0.902361512,15212,0.64090055,1
13266,466.0,198.0613861,86.0934753,0.900584579,13514,0.65433562,1
15307,489.471008,197.202652,100.132988,0.861494482,15628,0.67910379,1
13631,473.546997,193.4940186,91.5090637,0.881100178,14141,0.58028948,1
14658,477.117004,189.5666351,99.9977798,0.849550545,15048,0.64950371,2
11810,444.35199,187.8073883,80.4689102,0.903558373,11977,0.57307839,2
11758,436.382996,177.3486023,85.9665756,0.874662638,12190,0.76355606,2
11488,416.377991,170.4048004,86.1388855,0.862829149,11663,0.75321269,2
9963,410.084015,171.168457,75.2314835,0.898234189,10251,0.71929824,2
14549,485.493988,199.7572784,93.6482773,0.883298874,14846,0.61923814,1
10803,409.125,169.4149323,81.788971,0.875745475,10968,0.74354738,2
11491,440.468994,183.9953308,80.8708725,0.89822948,11819,0.6649884,1
12900,461.835998,195.3451385,84.5719757,0.901424587,13160,0.59179741,2
10792,416.628998,171.3818054,81.6525803,0.879208803,11037,0.59368467,2
10705,414.334992,169.6468964,81.6556778,0.876540959,10882,0.77348268,2
10698,416.798004,171.6469727,81.1396179,0.881216884,10909,0.58780217,2
12347,438.806,181.8926849,86.8776627,0.878560305,12529,0.80657172,1
12583,451.819,180.2173309,90.5642166,0.864561021,12901,0.60784501,2
10208,394.529999,161.6672363,81.4167023,0.863933027,10361,0.66096866,2
12919,475.26001,201.8156586,83.2062683,0.91105336,13256,0.76516229,1
13010,463.419006,194.7675629,86.1157684,0.896942914,13349,0.77694833,2
14878,506.020996,212.1815796,90.438652,0.904613733,15237,0.57577401,1
10497,417.506012,169.2402039,80.1222916,0.880834937,10753,0.58161569,2
15404,509.516998,217.2975769,91.3975372,0.907241523,15696,0.63370085,1
16799,524.247009,218.3425598,99.1631775,0.890918493,17283,0.6237098,1
12975,458.546997,189.8183441,87.6550293,0.886992514,13254,0.70901638,1
11437,430.612,184.1344604,79.2405396,0.902666569,11587,0.68793982,2
15833,530.335022,225.2233887,91.5110626,0.913734198,16337,0.58640742,1
17250,528.098999,220.7989349,101.2491608,0.888664365,17570,0.83966124,1
15806,513.844971,221.1923828,91.629509,0.910161972,16043,0.57486814,1
12289,451.575989,189.7253723,83.0778274,0.899031162,12649,0.68822807,2
13387,464.643005,192.3996124,90.3141174,0.882980824,13746,0.75351798,1
12142,443.515015,177.744751,88.1975098,0.868206441,12459,0.61562645,2
12638,450.403015,185.5312195,87.9222794,0.880581498,12864,0.63215285,2
11682,437.040008,176.2309875,86.3224945,0.871820271,11969,0.58119404,2
13269,491.893005,212.574707,81.0641098,0.924433172,13728,0.65095174,1
12328,444.705994,183.8281403,86.6196594,0.882026851,12659,0.62540585,2
14957,505.117004,213.0456238,90.7089691,0.904830217,15347,0.65411526,1
13308,464.132996,196.2423096,87.2608948,0.895699978,13486,0.59752154,2
13808,466.778015,190.8078308,93.2265472,0.872514248,14023,0.62369573,2
12390,454.490997,195.7344666,81.3621521,0.909512699,12550,0.59837729,2
10786,408.024994,165.1299286,84.9322433,0.857588828,11022,0.78758669,2
14676,481.631012,202.4020691,92.9472351,0.888322175,14936,0.65053189,1
13988,491.489014,208.3646393,86.7849655,0.909133315,14427,0.61310542,1
12181,456.937988,194.8551636,80.2848663,0.911173344,12489,0.58489388,1
11237,429.529999,179.3839264,80.4943466,0.893669069,11430,0.59042662,2
14101,464.966003,186.4838409,97.5332108,0.852325559,14346,0.67897725,2
13619,467.765991,193.6809387,90.4734802,0.884190559,13926,0.58667183,2
14732,497.694,207.4682007,91.2944717,0.897977769,15000,0.5803656,1
13211,476.658997,204.8645325,82.8851166,0.914500415,13608,0.71088034,1
10192,404.182007,171.1325531,76.4744492,0.89459759,10346,0.61059189,2
14794,501.569,213.4909973,89.1942444,0.908543944,15202,0.68062198,1
11268,429.307007,171.264328,85.810791,0.865422368,11576,0.60865337,2
15167,514.231018,220.546524,88.9976196,0.914965451,15456,0.6280331,1
14352,484.084015,203.4968567,91.2685318,0.893782377,14656,0.56805855,1
9592,385.778015,157.7679596,78.3910904,0.867821634,9760,0.78842676,2
15077,504.636993,212.9424591,91.2126694,0.903615654,15404,0.78648931,1
12274,441.852997,179.8539124,87.7601395,0.872870266,12587,0.61597914,2
10246,419.950012,178.9237061,74.2416229,0.909851253,10525,0.77786213,2
14523,491.937012,205.1251221,91.1420822,0.895865977,14849,0.61000502,1
9834,401.005005,164.2058868,77.1950684,0.882607043,10076,0.697249,2
12625,448.337006,182.101944,89.7099457,0.870235562,12833,0.60987389,2
11639,432.386993,178.6948547,83.9545136,0.882761955,11940,0.59358424,2
10806,408.675995,163.7159424,85.6324844,0.852298796,11069,0.6114412,2
10499,403.278015,162.4573364,83.7551193,0.856858611,10749,0.74492693,2
13241,458.010986,184.9142303,93.2013092,0.863689363,13560,0.77810425,2
12299,437.131988,175.0046234,91.0609589,0.853962481,12551,0.62342864,2
10533,411.013,168.5183258,80.8294449,0.877461135,10834,0.63697386,2
11097,422.368012,172.1637115,83.6270294,0.874102652,11393,0.61241722,2
14318,477.493988,195.0235596,94.5947266,0.874490559,14585,0.76086724,1
13057,460.167999,187.128479,90.3127747,0.875827432,13385,0.75079066,1
14456,497.988007,210.5318909,88.8842926,0.90650773,14865,0.67804879,1
12085,431.208008,168.8847504,92.5495682,0.836475551,12279,0.70257544,2
10559,424.846985,179.2077332,76.3880157,0.904603541,10770,0.6703276,2
14771,471.910004,193.905426,98.0341721,0.862781346,14976,0.61481792,2
10891,406.571014,159.8688202,87.5732117,0.836621344,11103,0.67595583,2
11693,424.503998,176.0240631,84.9913177,0.875709057,11842,0.60673517,2
14431,497.062988,212.0456696,87.8514175,0.910138488,14805,0.6486426,1
12263,438.138,175.740448,90.1871643,0.858278692,12634,0.71831071,2
13314,457.697998,182.6723175,94.0626831,0.857234776,13562,0.61451119,2
10349,408.075989,169.3677216,79.0040665,0.884539783,10608,0.6573298,2
11816,453.98999,191.0656281,79.9344788,0.908280671,12079,0.7677713,2
13058,451.313995,181.8736725,92.2059402,0.86195904,13310,0.62809044,2
12366,451.860992,180.86586,89.1407852,0.870111048,12620,0.58662242,2
12676,431.769989,172.6096497,94.4738846,0.83691895,12872,0.73102653,2
14013,478.277008,194.7825623,92.950325,0.878794491,14374,0.60400862,1
12848,455.644989,184.6360474,90.0109787,0.873120248,13227,0.69015902,2
10584,437.048004,188.4414215,72.5480881,0.922920704,10936,0.55805123,2
11923,437.938995,184.9996643,83.1160736,0.893392563,12093,0.76234013,2
16019,509.013,214.7909393,96.1242065,0.894271672,16248,0.65759444,1
11941,452.60199,196.0300446,78.6872406,0.915901124,12131,0.65133911,1
12237,438.156006,178.0589294,88.2873612,0.868418336,12489,0.63083822,2
10665,422.399994,176.8419342,77.7522736,0.898158908,10884,0.62987244,2
12190,445.894989,185.7569427,84.649025,0.890134573,12386,0.71621621,2
9028,390.441986,165.4956818,69.939743,0.906312704,9260,0.77228403,2
13455,468.862,196.684906,87.9844513,0.89436543,13730,0.65493578,1
12558,439.776001,173.4427643,93.39814,0.842628419,12804,0.6388889,2
13523,468.166992,195.401535,88.6539993,0.891153634,13811,0.66793442,1
10921,425.011993,175.6383209,80.6068802,0.888468921,11271,0.77044094,2
12004,449.035004,186.6485291,83.413269,0.894583821,12417,0.75811547,1
11449,411.299988,156.9254913,94.257431,0.799511433,11696,0.72425354,2
15223,514.906982,220.3685608,89.4363785,0.913940132,15492,0.55028194,1
12193,436.285004,182.6272888,85.2556076,0.884347916,12336,0.68308121,2
8679,380.601013,158.23526,70.7879944,0.894354403,8889,0.71804416,2
11130,413.408997,168.7458801,85.2847977,0.862882972,11320,0.78880227,2
13662,466.747986,191.4051208,91.9151535,0.877152145,13875,0.58746129,1
10366,403.459992,162.3561707,83.0684814,0.859197855,10680,0.70752847,2
12574,444.631012,174.560257,93.2424011,0.845385969,12964,0.65472531,2
14522,499.825012,217.6743622,85.6878891,0.919259667,14719,0.53194141,1
14577,489.907989,204.8460236,91.2334747,0.895343661,14870,0.78139907,1
12714,454.545013,185.1232758,88.6965866,0.87774843,12939,0.62268585,2
12539,437.425995,174.9005737,92.7246323,0.847899973,12835,0.78737831,2
10832,420.076996,167.8293915,84.0523987,0.865551174,11207,0.59729803,2
13782,471.131012,194.4383392,90.9784622,0.883779347,14000,0.59662336,1
14277,492.031006,213.2996216,85.5183716,0.91610837,14481,0.54252166,1
12278,453.692993,184.0501556,86.6600876,0.882213056,12601,0.62983483,2
11708,433.665008,184.3030853,81.251915,0.897575736,11888,0.61170322,2
11674,425.071991,175.7572327,85.5061569,0.873679757,11865,0.6440472,2
12945,454.678009,185.9101715,89.5959702,0.876208901,13220,0.6526013,2
13084,473.766998,195.8382416,86.3799286,0.897468805,13453,0.58804494,1
13970,494.628998,210.5275574,85.4340439,0.913957775,14308,0.55054188,1
14186,490.713989,198.1422119,92.5350494,0.884250283,14721,0.59368068,2
13811,485.690002,209.2727661,85.2002945,0.913372159,14083,0.69061905,1
12655,459.904999,192.9947968,84.9026947,0.898035884,12959,0.64533401,1
13806,490.51001,209.7208405,85.1312408,0.91390574,14284,0.79587251,1
11363,416.049988,168.4384766,86.9082336,0.856610119,11594,0.63026238,2
11417,419.274994,170.1563721,86.5034714,0.861135006,11584,0.63143629,2
12172,433.597992,174.299408,90.6949463,0.853959203,12401,0.6384474,2
12417,455.083008,187.2952118,85.6113739,0.889418781,12851,0.65876174,1
13443,469.45401,196.6380157,87.9791489,0.894325554,13686,0.57226169,2
11852,446.076996,192.0542755,79.0991898,0.91124779,12029,0.71699941,1
12892,482.630005,204.5977631,82.3520126,0.915416956,13376,0.65124267,1
12381,434.158997,173.1007385,91.9629135,0.847203732,12643,0.74315727,2
